Course ID,Cource Chinese Name,Course English Name,Teacher Chinese Name,Teacher English Name,Max Student Number,GPA,Standard Deviation
11110PHIL559100 真理原理論--真理自體,On,Principles of Alethiology - Truth in itself 	,"黃文宏 HUANG, WEN-HONG",9,3.06,1.22
11110PHIL583100 心理哲學專題：情,Seminar,on the Philosophy of Mind: Emotions 	,"吳瑞媛 WU, RUEY-YUAN",8,82.38,9.26
11110PHIL586400 現象學專題：他異性,Topics,in Phenomenology: Alterity 	,"吳俊業 NG, CHON IP",13,4.07,0.21
11110PHIL602000 進階專題研究：精神分析人格理論之哲學探討,Advanced,Seminar: Philosophical Issues in Psychoanalytic Studies of the Personality 	,"吳瑞媛 WU, RUEY-YUAN",2,90.00,5.00
11110PHYS101001 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",58,2.89,0.98
11110PHYS101002 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",56,3.08,1.05
11110PHYS101003 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",52,3.16,0.68
11110PHYS101004 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",48,3.06,0.51
11110PHYS101005 普通物理實驗一,General,Physics Laboratory (I) 	,"林志明 LIN, CHIH-MING",45,81.04,4.23
11110PHYS101006 普通物理實驗一,General,Physics Laboratory (I) 	,"林志明 LIN, CHIH-MING",49,80.18,4.51
11110PHYS101007 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",52,3.74,0.33
11110PHYS101008 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",48,3.51,0.33
11110PHYS101009 普通物理實驗一,General,Physics Laboratory (I) 	,"張稚卿 CHANG, JYH-CHING",51,3.39,0.61
11110PHYS101010 普通物理實驗一,General,Physics Laboratory (I) 	,"張稚卿 CHANG, JYH-CHING",51,3.40,0.65
11110PHYS101011 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",57,3.49,0.43
11110PHYS101012 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",48,3.50,0.62
11110PHYS101013 普通物理實驗一,General,Physics Laboratory (I) 	,"洪雪行 HUNG, HSUEH-HSING",49,3.27,0.67
11110PHYS101014 普通物理實驗一,General,Physics Laboratory (I) 	,"洪雪行 HUNG, HSUEH-HSING",48,3.53,0.53
11110PHYS101015 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",47,3.31,0.84
11110PHYS101016 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",53,3.59,0.61
11110PHYS101017 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",54,3.09,0.68
11110PHYS101018 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",53,2.88,0.80
11110PHYS101019 普通物理實驗一,General,Physics Laboratory (I) 	,"物理系 ",31,3.34,0.76
11110PHYS113000 普通物理一(物理系),General,Physics (I) 	,"唐述中 TANG, SHU-JUNG",142,71.68,16.32
11110PHYS113301 普通物理Ｂ一,General,Physics B (I) 	,"童世光 SHIH-KUANG TUNG",146,74.47,15.02
11110PHYS113302 普通物理Ｂ一,General,Physics B (I) 	,"王道維 WANG, DAW-WEI",72,67.22,22.57
11110PHYS113303 普通物理Ｂ一,General,Physics B (I) 	,"林晏詳 LIN, YEN-HSIANG",171,3.30,1.10
11110PHYS113304 普通物理Ｂ一,General,Physics B (I) 	,"鄭弘泰 HORNG-TAY JENG",158,74.72,12.91
11110PHYS113305 普通物理Ｂ一,General,Physics B (I) 	,"張祥光 CHANG, HSIANG-KUANG",124,3.34,0.66
11110PHYS113306 普通物理Ｂ一,General,Physics B (I) 	,"林志明 LIN, CHIH-MING",177,75.89,14.28
11110PHYS113307 普通物理Ｂ一,General,Physics B (I) 	,"張稚卿 CHANG, JYH-CHING",97,2.69,1.05
11110PHYS113401 普通物理Ａ一,General,Physics A (I) 	,"蘇雲良 SOO, YUN-LIANG",107,69.18,19.71
11110PHYS113402 普通物理Ａ一,General,Physics A (I) 	,"洪雪行 HUNG, HSUEH-HSING",107,3.07,1.05
11110PHYS113403 普通物理Ａ一,General,Physics A (I) 	,"劉怡維 LIU, I-WEI",79,72.46,14.22
11110PHYS116000 普通物理二(物理系),General,Physics (II) 	,"後藤友嗣 GOTO, TOMOTSUGU",60,82.85,7.49
11110PHYS212000 應用數學二,Applied,Mathematics (II) 	,"林秀豪 LIN, HSIU-HAU",85,2.54,1.26
11110PHYS221000 理論力學一,Theoretical,Mechanics (I) 	,"朱創新 CHONG-SUN CHU",89,68.53,17.50
11110PHYS231000 電磁學一,Electromagnetism,I 	,"張存續 CHANG, TSUN-HSU",87,67.76,20.21
11110PHYS241000 普通天文學一,General,Astronomy (I) 	,"江國興 ALBERT KONG",119,81.87,9.44
11110PHYS301001 物理實驗技術,Experimental,Technique in Physics 	,"林登松 LIN, DENG-SUNG",33,3.33,0.48
11110PHYS301002 物理實驗技術,Experimental,Technique in Physics 	,"林登松 LIN, DENG-SUNG",25,3.41,0.55
11110PHYS303001 近代物理實驗,Modern,Physics Lab. 	,"王立邦 WANG, LI-BANG",19,83.68,11.93
11110PHYS303002 近代物理實驗,Modern,Physics Lab. 	,"王立邦 WANG, LI-BANG",20,85.05,11.20
11110PHYS308001 應用電子學實驗,Applied,Electronics Lab. 	,"陳正中 CHEN, CHENG-CHUNG",3,74.67,10.50
11110PHYS308002 應用電子學實驗,Applied,Electronics Lab. 	,"陳正中 CHEN, CHENG-CHUNG",15,80.87,5.33
11110PHYS310000 應用電子學二,Applied,Electronics (II) 	,"陳正中 CHEN, CHENG-CHUNG",27,77.33,8.15
11110PHYS317000 數值分析,Numerical,Analysis 	,"江瑛貴 JIANG, ING-GUEY",28,83.61,6.83
11110PHYS325000 熱統計物理一,Thermal,and Statistical Physics I 	,"張維甫 CHANG, WE-FU",86,2.75,0.97
11110PHYS332000 光學一,Optics,	,"王立邦 WANG, LI-BANG",26,84.92,10.37
11110PHYS345000 量子物理一,Quantum,Physics (I) 	,"褚志崧 CHUU, CHIH-SUNG",102,3.47,1.14
11110PHYS370000 數位智慧科技實作與程式控制,Implementation,and Program Coding of Digital Smart Technology 	,"戴明鳳 TAI, MING-FONG",50,84.66,6.19
11110PHYS391000 基礎天文觀測,Fundamentals,of Observational Astronomy 	,"賴詩萍 LAI, SHIH-PING",18,4.12,0.20
11110PHYS401300 計算物理實作,Computational,Physics Lab 	,"潘國全 PAN, KUO-CHUAN",13,80.46,10.72
11110PHYS431000 相對論導論一,Introduction,to Relativity (I) 	,"周定一 CHOU, DEAN-YI",18,3.21,0.57
11110PHYS433000 天文物理導論,Introduction,to Astrophysics 	,"陳惠茹 CHEN, HUEI-RU",18,75.06,16.92
11110PHYS451000 基本粒子物理導論一,Intro.,Elementary Particle Physics(I) 	,"曾柏彥 TSENG, PO-YEN",24,82.79,11.12
11110PHYS468000 二維材料物理導論,Introduction,of two-dimensional (2D) materials 	,"徐斌睿 HSU, PIN-JUI",37,80.22,19.72
11110PHYS471000 固態物理導論一,Introduction,to Solid State Physics I 	,"霍夫曼 Hoffmann,Germar",27,3.21,1.02
11110PHYS490000 系外行星導論,Introduction,to Exoplanets 	,"江瑛貴 JIANG, ING-GUEY",14,79.00,9.68
11110PHYS491000 專題研究一,Research,on special topics 	,"指導教授 ",34,4.07,0.48
11110PHYS505000 光電實驗,Optics,and Photonics Laboratory 	,"施宙聰 SHY, JOW-TSONG",19,81.26,6.73
11110PHYS522000 統計力學二,Statistical,Mechanics (II) 	,"黃一平 HUANG,YI-PING",10,3.27,1.22
11110PHYS523000 流體力學,Fluid,Dynamics 	,"周定一 CHOU, DEAN-YI",15,2.85,0.97
11110PHYS531000 電動力學一,Electrodynamics,(I) 	,"史馬丁 SPINRATH, MARTIN",96,70.47,19.27
11110PHYS539000 超穎材料物理一,Metamaterial,Physics I 	,"果尚志 GWO, SHANGJR",8,91.25,3.53
11110PHYS541000 量子力學一,Quantum,Mechanics (I) 	,"徐百嫻 HSU, PAI-HSIEN",115,71.76,20.57
11110PHYS571000 凝態物理一,Condensed,Matter Physics I 	,"張博堯 CHANG, PO-YAO",24,3.05,1.46
11110PHYS573000 半導體物理,Semiconductor,Physics 	,"徐瑋廷 HSU, WEI-TING",49,80.02,7.89
11110PHYS581000 超導物理一,Physics,of Superconductivity 	,"牟中瑜 MOU, CHUNG-YU",5,2.26,1.89
11110PHYS593000 專題討論一,Colloquium,I 	,"蘇雲良 SOO, YUN-LIANG",101,3.80,0.36
11110PHYS595001 書報討論--原子分子光學一,Seminar--AMO,I 	,"褚志崧 CHUU, CHIH-SUNG",44,3.81,0.38
11110PHYS595002 書報討論--凝態一,Seminar--Condensed,matter I 	,"徐瑋廷 HSU, WEI-TING",26,85.12,5.44
11110PHYS595003 書報討論--粒子一,Seminar-,Particle Physics I 	,"曾柏彥 TSENG, PO-YEN",42,86.52,5.03
11110PHYS597001 物理專題--對撞機物理,Special,Topic - Collider Physics 	,"張敬民 CHEUNG KING MAN",13,3.62,1.06
11110PHYS597002 物理專題--科學寫作與短講,Special,Topic: Scientific Writing and Short Talks 	,"賴詩萍 LAI, SHIH-PING",18,3.79,0.52
11110PME 101301,工程圖學一,Engineering Drawing I 	,"郭詩坪 CUO, SHY-PIN",79,76.71,10.72
11110PME 101302,工程圖學一,Engineering Drawing I 	,"動機系 ",73,78.30,8.51
11110PME 101303,工程圖學,Engineering Drawing 	,"劉俊賢 LIU, CHUN-HSIEN",79,79.63,11.20
11110PME 101304,工程圖學,Engineering Drawing 	,"徐偉軒 HSU, WEI-HSUAN",64,76.00,9.12
11110PME 101500,工場實習一,Work Shop Practices (I) 	,"動機系 ",34,3.16,0.69
11110PME 101801,程式設計,Programming Design 	,"丁川康 TING, CHUAN-KANG",55,75.84,12.04
11110PME 101802,程式設計,Programming Design 	,"吳貞興 WU, CHEN-HSING",68,71.99,16.15
11110PME 120100,機器人技術與實作,Design and Implementation of Robot 	,"吳國彰 WU, KUO-CHANG",9,78.89,4.75
11110PME 200101,工程數學一,Engineering Mathematics I 	,"田孟軒 TIEN, MENG-HSUAN",66,75.45,13.89
11110PME 200102,工程數學一,Engineering Mathematics I 	,"張敬 CHANG, CHING",56,74.50,13.47
11110PME 200600,工場實習二,Work Shop Practices (II) 	,"王培仁 WANG, PEI-JEN",10,81.30,11.38
11110PME 210301,基礎熱流學一,Thermal and fluid Science I 	,"李明蒼 LEE, MING-TSANG",69,70.75,14.57
11110PME 210302,基礎熱流學一,Thermal and fluid Science I 	,"楊佩良 YANG, PATRICIA JIANN",60,72.28,15.53
11110PME 220101,電路學,Electric Circuits 	,"洪健中 HONG, CHIEN-CHONG",48,70.15,19.36
11110PME 220102,電路學,Electric Circuits 	,"陳榮順 CHEN, RONG-SHUN",74,73.01,18.87
11110PME 235001,材料力學,Mechanics of Materials 	,"蔡宏營 TSAI, HUNG-YIN",75,74.31,14.47
11110PME 235002,材料力學,Mechanics of Materials 	,"黃琮暉 HUANG, TSUNG-HUI",67,73.52,12.07
11110PME 243101,機械製造,Manufacturing Processes 	,"曹哲之 TSAO, CHE-CHIH",73,2.93,0.91
11110PME 243102,機械製造,Manufacturing Processes 	,"石昭明 SHIH, ALBERT JAU-MIN",64,2.91,0.75
11110PME 300500,系統動態分析,System Dynamics Analysis 	,"林明璋 LIN, MING-CHANG",36,75.31,9.08
11110PME 300700,線性代數,Linear Algebra 	,"許文震 SHEU, WEN-JENN",36,78.11,9.14
11110PME 311300,進階流體力學,Advanced Fluid Dynamics 	,"李國賓 LEE, GWO-BIN",14,75.21,10.23
11110PME 312100,能源工程,Energy Engineering 	,"李明蒼 LEE, MING-TSANG",17,78.76,4.37
11110PME 320200,電子學二,Electronics II 	,"李昇憲 LI, SHENG-SHIAN",80,73.11,14.48
11110PME 320701,控制系統一,Control System I 	,"馮國華 FENG, GUO-HUA",30,74.93,14.89
11110PME 320702,控制系統一,Control System I 	,"陳榮順 CHEN, RONG-SHUN",67,72.52,15.08
11110PME 321200,電磁學,Electromagnetism 	,"葉哲良 YEH, JER-LIANG",47,77.87,14.36
11110PME 331000,高等材料力學,Advanced Strength of Materials 	,"王偉中 WANG, WEI-CHUNG",14,79.07,16.79
11110PME 334700,有限單元法導論,Introduction to Finite Element Methods 	,"李銘孝 LEE, MING-HSIAO",36,77.75,12.82
11110PME 343301,機械設計,Machine Design 	,"覺元彙 CHUEH, YUAN-HUI",57,3.06,0.89
11110PME 343302,機械設計,Machine Design 	,"馮國華 FENG, GUO-HUA",67,74.55,12.93
11110PME 343700,創新工程設計,Innovations in Engineering Design 	,"王威智 WANG, WEI-CHIH",9,81.00,4.37
11110PME 400200,專題研究二,Research on special topics(Ⅱ) 	,"指導教授 ",104,3.97,0.80
11110PME 400300,專題研究一,Research on special topics 	,"指導教授 ",2,4.30,0.00
11110PME 400400,賽車實務專題,Formula Student Racing Car Design and Manufacture Project 	,"林昭安 LIN, CHAO-AN, 王培仁 WANG, PEI-JEN",11,86.55,1.72
11110PME 400500,數值分析,Numerical Analysis 	,"陳玉彬 CHEN,YUBIN",5,3.68,0.54
11110PME 401301,熱流與動力系統實驗,Thermo-fluid and Power System Lab 	,"黃智永 HUANG, CHIH-YUNG",39,78.64,4.65
11110PME 401302,熱流與動力系統實驗,Thermo-fluid and Power System Lab 	,"黃智永 HUANG, CHIH-YUNG",24,80.17,3.29
11110PME 401303,熱流與動力系統實驗,Thermo-fluid and Power System Lab 	,"黃智永 HUANG, CHIH-YUNG",44,79.59,4.93
11110PME 402100,近代物理導論,Introduction to Modern Physics 	,"賴梅鳳 LAI, MEI-FENG",39,70.87,11.27
11110PME 414700,飛行力學,Flight Mechanics 	,"賴君亮 LAI, CHUN-LIANG",7,3.60,0.48
11110PME 435200,微機電系統導論,Introduction to Microelectromechanical Systems 	,"方維倫 FANG, WEI-LEUN",72,75.79,14.22
11110PME 443200,電腦輔助設計與製造,Computer Aided Design and Manufacturing 	,"劉俊葳 LIU, CHUN-WEI",17,78.94,5.67
11110PME 500000,書報討論,Seminar 	,"楊佩良 YANG, PATRICIA JIANN",156,94.32,7.75
11110PME 511100,層流理論,Laminar Flow Theory 	,"林昭安 LIN, CHAO-AN",32,80.25,14.99
11110PME 511300,計算流體力學,Computational Fluid Dynamics 	,"林昭安 LIN, CHAO-AN",29,81.41,12.05
11110PME 512100,熱傳導,Heat Conduction 	,"陳理定 CHEN, LI-TING",78,82.86,1.83
11110PME 513100,燃燒學概論,Introduction to Combustion 	,"劉通敏 LIOU, TONG-MIIN",13,77.62,9.47
11110PME 514100,實驗熱流學,Experimental methods in Thermo-Fluid Science 	,"黃智永 HUANG, CHIH-YUNG",9,3.01,0.97
11110PME 514200,噴射推進,Jet Propulsion 	,"蔣小偉 CHIANG, HSIAO-WEI",31,79.94,10.65
11110PME 520100,線性系統理論,Linear System Theory 	,"白明憲 BAI, MING-SIAN",44,3.60,0.95
11110PME 520300,數位控制系統,Digital Control System 	,"葉廷仁 YEH, TING-JEN",34,75.65,14.70
11110PME 520700,聲學理論與應用,Acoustics : theory and application 	,"白明憲 BAI, MING-SIAN",40,83.78,11.34
11110PME 534200,高等振動學,Advanced Mechanical Vibrations 	,"張禎元 CHANG, JEN-YUAN",19,3.77,0.45
11110PME 534300,有限單元法,Finite Element Methods 	,"李昌駿 LEE, CHANG-CHUN",67,83.06,11.14
11110PME 534500,彈性力學,Elasticity 	,"王偉中 WANG, WEI-CHUNG",25,79.60,10.43
11110PME 534700,彈性穩定學,Stability of Structures 	,"葉孟考 YEH, MENG-KAO",9,80.22,6.51
11110PME 536000,奈米結構力學,Atomistic-Continuum Mechanics 	,"江國寧 CHIANG, KUO-NING",10,86.00,4.27
11110PME 537100,彈性波元件與應用,Elastic Wave Devices and Applications 	,"李銘晃 LI, MING-HUANG",6,83.67,9.57
11110PME 543500,精密機械設計一,Precision Machine Design I 	,"宋震國 SUNG, CHENG-KUO",29,83.10,6.66
11110PME 543900,人工智慧,Introduction to Artificial Intelligence 	,"丁川康 TING, CHUAN-KANG",59,82.63,7.10
11110PME 625000,非線性控制系統,Nonlinear Control systems 	,"王培仁 WANG, PEI-JEN",14,87.93,1.83
11110PME 634500,破裂力學,Fracture Mechanics 	,"黃琮暉 HUANG, TSUNG-HUI",15,84.80,6.87
11110PME 660000,熱流專題,Special Topics in Heat Transfer and Fluid Mechanics 	,"許文震 SHEU, WEN-JENN",11,80.82,2.66
11110PME 665000,熱輻射,Radiative Heat Transfer 	,"陳玉彬 CHEN,YUBIN",10,82.80,6.21
11110PMED700100 精準醫學概論,Introduction,to Precision Medicine 	,"周裕珽 CHOU, YU-TING, 黃玠誠 HUANG, CHIEH-CHENG",17,86.06,14.63
11110QF 100201,資訊工程導論,Introduction to Information Engineering 	,"陳政琦 CHEN, CHENG-CHI",61,81.10,11.18
11110QF 100401,會計學一,Accounting (I) 	,"潘虹華 PAN, HUNG-HUA",109,85.14,10.38
11110QF 100402,會計學一,Accounting (I) 	,"黃海寧 HUANG, HAI-NING",62,79.92,9.22
11110QF 100403,會計學一,Accounting (I) 	,"張俊賢 CHANG, CHUN-HSIEN",59,84.49,15.71
11110QF 214101,財務管理,Financial Management 	,"邱婉茜 CHIU, WAN-CHIEN",58,79.03,15.11
11110QF 214102,財務管理,Financial Management 	,"曾祺峰 TZENG, CHI-FENG",89,80.52,14.05
11110QF 214104,財務管理,Financial Management 	,"余士迪 YU, SHIH-TI",58,3.50,0.96
11110QF 214105,財務管理,Financial Management 	,"蔡子晧 TSAI, TZU-HAO",83,75.23,15.04
11110QF 214106,財務管理,Financial Management 	,"謝佩芳 HSIEH, PEI-FANG",57,85.60,18.40
11110QF 214401,統計學一,Statistics (I) 	,"余士迪 YU, SHIH-TI",105,3.63,0.94
11110QF 214800,線性代數,Linear Algebra 	,"韓傳祥 HAN, CHUAN-HSIANG",74,73.64,19.73
11110QF 314800,數理統計一,Mathematical Statistics I 	,"謝宗翰 HSIEH, CHUNG-HAN",92,2.68,1.08
11110QF 314802,數理統計一,Mathematical Statistics I 	,"劉鋼 LIU KANG",18,69.33,16.12
11110QF 320101,衍生性金融市場,Derivatives Market 	,"鍾經樊 CHUNG, CHING-FAN",26,3.20,0.90
11110QF 320102,衍生性金融市場,Derivatives Market 	,"索樂晴 SO, LEH-CHYAN",108,82.04,11.04
11110QF 320103,衍生性金融市場,Derivatives Market 	,"邱婉茜 CHIU, WAN-CHIEN",52,78.19,12.85
11110QF 320400,高等微積分二,Advanced Calculus II 	,"陳國璋 CHEN, KUO-CHANG",42,2.72,1.22
11110QF 321400,金融科技專題研習,FinTech Projects Workshop 	,"翁禮祺 WENG, LI-CHI",40,93.00,2.53
11110QF 321600,企業併購概論,Essentials of Mergers & Acquisitions 	,"許智強 HSU, CHI-TZIANG",15,83.87,4.22
11110QF 321800,財務計量經濟學,Financial Econometrics 	,"黃裕烈 HUANG, YU-LIEH",82,87.54,9.94
11110QF 322100,不動產財務管理,Real Estate Finance 	,"林哲群 LIN, CHE-CHUN",39,4.01,0.47
11110QF 414401,投資學,Investment 	,"張焯然 CHANG, JOW-RAN",63,3.95,0.46
11110QF 414402,投資學,Investment 	,"索樂晴 SO, LEH-CHYAN",60,77.73,11.50
11110QF 440700,會計學,Accounting 	,"謝智政 HSIEH, CHIH-CHENG",17,88.71,2.29
11110QF 444000,財富管理實務,Practical Wealth Management 	,"陳怡芬 CHEN, YI-FEN",47,4.00,0.25
11110QF 444300,金融業的組織架構與設計管理實務,Organizational structure and the practice of management in financial institutions 	,"徐正宗 HSU, CHENG-TSONG",26,77.73,10.31
11110QF 444600,金融交易實務,Derivative Trading Practice 	,"馬瑞辰 MA, JUI-CHEN",49,3.80,0.63
11110QF 500100,財務計量經濟學,Financial Econometrics 	,"黃裕烈 HUANG, YU-LIEH",24,4.01,0.25
11110QF 500300,隨機財務理論,Stochastic Financial Theory 	,"鍾經樊 CHUNG, CHING-FAN",12,3.71,0.53
11110QF 510100,書報討論,Seminar 	,"黃德源 WONG, TAK YUEN",47,4.00,0.00
11110QF 510300,財務工程專題,Special Topics on Financial Engineering 	,"韓傳祥 HAN, CHUAN-HSIANG",10,85.60,6.36
11110QF 517000,公司理財專題,Topics in Corporate Finance 	,"謝佩芳 HSIEH, PEI-FANG",24,81.50,7.43
11110QF 520700,財務報表分析,Financial Statement Analysis 	,"潘虹華 PAN, HUNG-HUA",38,85.97,5.62
11110QF 521000,信用風險專題,Special Topics in Credit Risk 	,"張焯然 CHANG, JOW-RAN",5,4.30,0.00
11110QF 521400,數理金融,Mathematical finance 	,"黃裕烈 HUANG, YU-LIEH",10,4.02,0.41
11110QF 521600,財務管理,Financial Management 	,"黃德源 WONG, TAK YUEN",37,85.59,4.83
11110QF 526600,智慧財產權與創新之資料收集與分析,Data Collection and Analysis of Intellectual Property and Innovation 	,"許博炫 HSU, PO-HSUAN",6,4.15,0.15
11110QF 527100,不動產專題研究一,Seminar on Real Estate Research (I) 	,"林哲群 LIN, CHE-CHUN, 蔡怡純 TSAI, I-CHUN",4,95.75,0.43
11110QF 527600,固定收益證券交易分析,Fixed Income Securities Trading Analysis 	,"胡國琳 KUO-LIN HU, 張焯然 CHANG, JOW-RAN",22,4.05,0.12
11110SL 510100,研究方法,Research Methods 	,"林佳儀 LIN, CHIA-YI",14,4.17,0.15
11110SL 512400,東亞漢籍專題,Topics on East Asia Sinographic Texts 	,"游騰達 YU, TENG-TA",6,90.67,2.29
11110SL 513400,華語作文寫作與教學專題,Topics in Chinese Composition Writing and Teaching 	,"丁威仁 TING, WEI-JEN",8,92.50,1.22
11110SL 513500,近現代通俗文學專題,Selected Readings of Modern Popular Literature 	,"蔣興立 CHIANG, HSIN-LI",8,4.30,0.00
11110SL 513700,華文文學專題：東南亞,Topics On Sinophone Literature:Southeast Asia 	,"邱彩韻 KU, CHAI-YEUN",6,92.00,2.00
11110SL 513800,三國演義跨域傳播專題,The special topic on interdisciplinary communication of three kingdoms 	,"張日郡 CHANG, JIH-CHUN",7,4.13,0.15
11110SL 521200,語言接觸與語言變化專題,Language Contact and Language Change 	,"陳淑娟 CHEN, SHU-CHUAN",12,4.13,0.15
11110SL 600000,學術議題研討,Seminar 	,"指導教授 ",10,90.70,2.24
11110SLS 500200,加速器光源之應用二,Introduction to Applications of Synchrotron Radiation II 	,"徐嘉鴻 HSU, CHIA-HUNG, 魏德新 WEI, DER-HSIN",3,85.00,5.89
11110SLS 564300,加速器科技,Accelerator Technology 	,"王兆恩 WANG, CHAOEN",16,88.88,4.11
11110SNHC710000 書報討論,Seminar,	,"TIGP Program ",9,96.33,3.86
11110SNHC731000 自然語言與資訊檢索於社群網路之應用,Intro.,to Natural Language Processing and Information Retrieval with Applications in Social Networks 	,"TIGP Program ",2,82.50,4.50
11110SNHC745000 社群網路導論,Introduction,to Social Networks 	,"TIGP Program ",3,84.00,2.94
11110SOC 515700,政治社會學,Political Sociology 	,"林祐聖 LIN, YU-SHENG",17,3.31,0.69
11110SOC 518800,社區田野調查與地方誌書寫,Community Fieldwork and Ethnography Writing: Practicum 	,"陳瑞樺 CHEN, JUI-HUA",11,3.99,0.28
11110SOC 535900,宗教社會學,Sociology of Religion 	,"楊弘任 YANG, HUNG-JEN",3,4.00,0.24
11110SOC 536700,移動的政治,The politics of mobility 	,"古明君 KU, MING-CHUN",9,85.11,4.89
11110SOC 537200,民族誌選讀與實作,Selective Readings and Practice in Ethnography 	,"洪意凌 HUNG, YI-LING",10,84.20,6.94
11110SOC 574100,社會科學比較研究與方法,Comparative Research in Social Sciences: Practices and Methods 	,"李韶芬 LEE, SHAO-FEN",5,90.40,1.62
11110SOC 578000,科技與社會研究,Science and Technology Studies 	,"林宗德 LIN, TZUNG-DE",2,3.50,0.20
11110SOC 580100,中國研究導論,Introduction to China Studies 	,"陶逸駿 TAO, YI-CHUN",10,86.70,4.92
11110SOC 580200,中國研究工作坊,China Studies Workshop 	,"陶逸駿 TAO, YI-CHUN",17,86.59,3.99
11110SOC 584300,產業社會學,Sociology of Industries 	,"鄭志鵬 CHENG, CHIH-PENG",10,81.90,6.33
11110SOC 586500,當代中國事務選讀與實作,Practicum and Readings in Contemporary China Affairs 	,"陳明祺 CHEN, MING-CHI",8,4.08,0.20
11110SOC 591100,社會分析基本著作,Basic Works in Social Analysis(I) 	,"陶逸駿 TAO, YI-CHUN",20,83.95,4.66
11110STAT202000 統計學一,Statistics,(I) 	,"謝文萍 HSIEH, WEN-PING",51,75.94,15.47
